longname,LOC,CYCLO,MAXNESTING,CC,CM,FANOUT,CountInput,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MinEssentialKnots,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,NOPL,label
0.18.0_CleandDuplicate__org.elasticsearch.action.bulk.TransportShardBulkAction.newReplicaRequestInstance,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
ndDuplicate__org.apache.qpid.transport.ProtocolHeader.getMajor,4,1.0,0.0,1.0,1.0,0.0,2.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
c_CleandDuplicate__org.apache.axis.utils.JavaUtils.isTrueExplicitly,4,1.0,0.0,2.0,2.0,1.0,3.0,0.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0
-src_CleandDuplicate__javax.management.monitor.Monitor.MonitorRunnable.MonitorRunnable,10,1.0,0.0,1.0,1.0,1.0,3.0,0.0,5.0,1.0,2.0,5.0,3.0,1.0,0.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
re-R3_5_CleandDuplicate__org.eclipse.jdt.apt.core.internal.util.DeclarationsUtil.isVisibleForHiding,33,5.0,2.0,1.0,1.0,2.0,7.0,1.0,19.0,6.0,12.0,13.0,3.0,5.0,1.0,7.0,12.0,3.0,9.0,5.0,5.0,5.0,5.0,5.0,5.0,0.68,5.0,5.0,5.0,5.0,3.0,0
N_0_32_1_CleandDuplicate__org.argouml.uml.diagram.activity.ui.FigActionState.modelChanged,13,3.0,2.0,0.0,0.0,5.0,1.0,0.0,10.0,1.0,6.0,3.0,6.0,3.0,0.0,3.0,6.0,1.0,5.0,3.0,4.0,1.0,0.0,0.0,0.0,0.3,3.0,3.0,4.0,1.0,1.0,0
N_0_10_1_CleandDuplicate__org.argouml.uml.diagram.static_structure.ui.FigPackage.clone,10,1.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,3.0,8.0,0.0,9.0,1.0,0.0,8.0,9.0,3.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
c_CleandDuplicate__org.jboss.deployment.scanner.URLDeploymentScanner.removeURL,14,3.0,1.0,1.0,1.0,3.0,4.0,1.0,10.0,2.0,5.0,3.0,4.0,4.0,1.0,3.0,6.0,2.0,4.0,3.0,4.0,1.0,0.0,0.0,0.0,0.3,3.0,3.0,4.0,1.0,1.0,0
0.18.0_CleandDuplicate__org.elasticsearch.action.admin.cluster.node.stats.TransportNodesStatsAction.NodeStatsRequest.NodeStatsRequest,3,1.0,0.0,1.0,1.0,1.0,2.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0
re-R3_4_2_CleandDuplicate__org.eclipse.jdt.internal.codeassist.complete.CompletionParser.consumeEnhancedForStatementHeaderInit,8,2.0,1.0,0.0,0.0,1.0,4.0,0.0,8.0,1.0,5.0,0.0,4.0,2.0,0.0,4.0,6.0,1.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0
1.4.18_CleandDuplicate__org.apache.wicket.markup.MarkupStream.atTag,7,1.0,0.0,2.0,4.0,0.0,5.0,0.0,4.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0
2_2_3_CleandDuplicate__org.apache.struts2.views.freemarker.FreemarkerResult.getContentType,7,1.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.33,1.0,1.0,1.0,1.0,0.0,0
jakarta_CleandDuplicate__org.apache.tools.ant.taskdefs.optional.ejb.WeblogicDeploymentTool.setOldCMP,7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.33,1.0,1.0,1.0,1.0,1.0,0
re-R3_2_CleandDuplicate__org.eclipse.jdt.internal.compiler.parser.diagnose.LexStream.name,3,1.0,0.0,2.0,6.0,1.0,8.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0
.2-src_CleandDuplicate__org.apache.tools.ant.types.FilterSet.Filter.getValue,8,1.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.67,1.0,1.0,1.0,1.0,0.0,0
-src_CleandDuplicate__javax.management.loading.MLet.getURLs,10,1.0,0.0,2.0,4.0,1.0,4.0,0.0,4.0,1.0,1.0,6.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.5,1.0,1.0,1.0,1.0,0.0,0
re-R3_1_1_CleandDuplicate__org.eclipse.jdt.internal.compiler.problem.ProblemReporter.forwardTypeVariableReference,8,1.0,0.0,0.0,0.0,2.0,5.0,0.0,8.0,1.0,6.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0
N_0_24_CleandDuplicate__org.argouml.uml.diagram.ui.FigNodeModelElement.updateNameText,26,7.0,3.0,7.0,8.0,10.0,18.0,0.0,23.0,3.0,17.0,3.0,12.0,5.0,1.0,8.0,13.0,3.0,10.0,7.0,7.0,3.0,3.0,2.0,2.0,0.13,7.0,7.0,7.0,3.0,0.0,0
N_0_18_1_CleandDuplicate__org.argouml.language.java.generator.GeneratorJava.isVerboseDocs,7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.33,1.0,1.0,1.0,1.0,0.0,0
re-R3_5_CleandDuplicate__org.eclipse.jdt.internal.core.JavaModelOperation.removeReconcileDelta,3,1.0,0.0,1.0,1.0,2.0,3.0,0.0,3.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0
.3.0_CleandDuplicate__org.apache.hadoop.hive.metastore.HiveMetaStore.HMSHandler.create_table,33,6.0,2.0,0.0,0.0,11.0,2.0,1.0,31.0,3.0,23.0,1.0,23.0,32.0,2.0,13.0,20.0,3.0,17.0,6.0,10.0,1.0,1.0,0.0,0.0,0.03,6.0,6.0,10.0,1.0,1.0,0
es-J_2_0_0_CleandDuplicate__org.apache.xerces.impl.dv.dtd.StringDatatypeValidator.getFacets,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.67,1.0,1.0,1.0,1.0,0.0,0
0.15.0_CleandDuplicate__org.elasticsearch.index.query.xcontent.BoolFilterBuilder.mustNot,7,1.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,1.0,2.0,3.0,3.0,1.0,0.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.75,1.0,1.0,1.0,1.0,1.0,0
0.15.0_CleandDuplicate__org.elasticsearch.search.internal.SearchContext.from,3,1.0,0.0,3.0,5.0,0.0,6.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
leases-lucene-solr-3.2_CleandDuplicate__org.apache.solr.schema.DateField.toExternal,3,1.0,0.0,1.0,3.0,2.0,4.0,0.0,3.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0
leandDuplicate__CH.ifa.draw.contrib.TriangleFigure.rotate,15,3.0,2.0,1.0,1.0,2.0,4.0,0.0,14.0,4.0,10.0,1.0,4.0,3.0,0.0,10.0,13.0,5.0,8.0,3.0,3.0,1.0,0.0,0.0,0.0,0.07,3.0,3.0,3.0,1.0,1.0,0
N_0_30_2_CleandDuplicate__org.argouml.uml.diagram.ui.UMLDiagram.getClassAndModelID,8,2.0,1.0,0.0,0.0,3.0,0.0,0.0,8.0,3.0,5.0,0.0,4.0,2.0,0.0,4.0,6.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0
re-R3_5_CleandDuplicate__org.eclipse.jdt.internal.core.CompilationUnit.createPackageDeclaration,9,1.0,0.0,0.0,0.0,3.0,2.0,1.0,5.0,2.0,3.0,3.0,4.0,1.0,0.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.6,1.0,1.0,1.0,1.0,2.0,0
es-J_1_3_0_CleandDuplicate__dom.traversal.TreeWalkerView.Errors.store,22,4.0,1.0,1.0,3.0,6.0,8.0,3.0,17.0,5.0,14.0,3.0,6.0,4.0,1.0,9.0,13.0,4.0,9.0,4.0,4.0,3.0,4.0,3.0,3.0,0.18,4.0,4.0,4.0,3.0,3.0,0
0.14.0_CleandDuplicate__org.elasticsearch.monitor.jvm.JvmInfo.Mem.heapMax,3,1.0,0.0,4.0,4.0,1.0,5.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
N_0_24_CleandDuplicate__org.argouml.uml.diagram.use_case.ui.FigExtend.paint,4,1.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0,2.0,0.0,3.0,1.0,0.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0
5.0_CleandDuplicate__org.apache.pig.impl.plan.OperatorPlan.markDirty,4,1.0,0.0,0.0,0.0,1.0,10.0,0.0,4.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
ndDuplicate__org.apache.qpid.management.ui.views.users.UserManagementTabControl.layout,5,1.0,0.0,1.0,1.0,2.0,2.0,0.0,5.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
-src_CleandDuplicate__org.jboss.ejb3.mdb.inflow.MessageInflowLocalProxy.MessageInflowLocalProxy,4,1.0,0.0,1.0,1.0,0.0,2.0,0.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0
leandDuplicate__org.hsqldb.jdbc.JDBCResultSet.updateAsciiStream,29,1.0,0.0,0.0,0.0,2.0,3.0,0.0,5.0,2.0,2.0,24.0,2.0,1.0,0.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,4.8,1.0,1.0,1.0,1.0,2.0,0
re-R3_2_1_CleandDuplicate__org.eclipse.jdt.core.util.ByteCodeVisitorAdapter._pop,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0
re-R3_0_CleandDuplicate__j4.TM47209.m47209,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0
.7.0_CleandDuplicate__org.apache.hadoop.hive.ql.plan.AlterDatabaseDesc.AlterDatabaseDesc,3,1.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0
leases-lucene-solr-3.1_CleandDuplicate__org.apache.lucene.search.spans.NearSpansUnordered.SpansCell.end,1,1.0,0.0,2.0,3.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
0.19.0_CleandDuplicate__org.elasticsearch.search.internal.InternalSearchHit.sourceAsMap,22,5.0,1.0,1.0,1.0,5.0,4.0,0.0,22.0,3.0,16.0,0.0,8.0,5.0,1.0,10.0,15.0,3.0,12.0,5.0,5.0,4.0,5.0,3.0,3.0,0.0,5.0,5.0,5.0,4.0,1.0,0
re-R3_6_1_CleandDuplicate__org.eclipse.jdt.internal.compiler.parser.RecoveredElement.previousAvailableLineEnd,18,6.0,2.0,8.0,16.0,2.0,20.0,4.0,14.0,6.0,11.0,0.0,3.0,6.0,1.0,12.0,18.0,7.0,11.0,6.0,7.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,7.0,6.0,1.0,0
.0-src_CleandDuplicate__org.apache.tools.ant.taskdefs.optional.ccm.CCMCheck.setFile,8,1.0,0.0,1.0,1.0,1.0,3.0,0.0,4.0,1.0,2.0,4.0,2.0,1.0,0.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
0.15.0_CleandDuplicate__org.elasticsearch.action.search.type.TransportSearchScrollQueryThenFetchAction.TransportSearchScrollQueryThenFetchAction,10,1.0,0.0,0.0,0.0,1.0,6.0,0.0,10.0,3.0,6.0,0.0,7.0,1.0,0.0,6.0,7.0,1.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,0
0.19.0_CleandDuplicate__org.elasticsearch.index.analysis.HungarianAnalyzerProvider.get,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
re-R3_1_CleandDuplicate__org.eclipse.jdt.internal.core.search.matching.MethodLocator.reportDeclaration,53,13.0,4.0,1.0,1.0,13.0,18.0,2.0,51.0,18.0,42.0,1.0,23.0,70.0,2.0,35.0,48.0,20.0,28.0,13.0,13.0,7.0,5.0,5.0,5.0,0.02,13.0,13.0,13.0,7.0,3.0,0
5.0_CleandDuplicate__org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.MRCompiler.MRCompiler,21,2.0,1.0,4.0,4.0,12.0,8.0,0.0,21.0,5.0,17.0,0.0,24.0,2.0,0.0,16.0,18.0,4.0,14.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,2.0,0
1.4.14_CleandDuplicate__org.apache.wicket.markup.html.tree.LabelIconPanel.newImageComponent,22,1.0,0.0,2.0,2.0,0.0,3.0,1.0,13.0,2.0,6.0,8.0,1.0,1.0,0.0,3.0,5.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.62,1.0,1.0,1.0,1.0,3.0,0
c_CleandDuplicate__org.jboss.net.axis.server.JMXEngineConfigurationProvider.getServerEngineConfiguration,4,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.33,1.0,1.0,1.0,1.0,1.0,0
1.4.18_CleandDuplicate__org.apache.wicket.RequestCycle.getApplication,9,1.0,0.0,12.0,16.0,0.0,17.0,0.0,4.0,1.0,1.0,5.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.25,1.0,1.0,1.0,1.0,0.0,0
re-R3_0_2_CleandDuplicate__org.eclipse.jdt.internal.core.jdom.DOMType.setOpenBodyRangeStart,6,1.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
.9.0_CleandDuplicate__org.apache.hadoop.hive.metastore.api.ThriftHiveMetastore.drop_partition_result.setO2IsSet,5,2.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0
1.4.15_CleandDuplicate__org.apache.wicket.util.collections.MiniMap.containsKey,7,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.75,1.0,1.0,1.0,1.0,1.0,0
N_0_22_CleandDuplicate__org.argouml.ui.TransferableModelElements.isDataFlavorSupported,7,1.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
.0_CleandDuplicate__com.jrefinery.chart.MeterPlot.isCompatibleVerticalAxis,9,2.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,2.0,5.0,1.0,2.0,0.0,2.0,4.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,1.25,2.0,2.0,2.0,1.0,1.0,0
ndDuplicate__org.apache.qpid.server.federation.BrokerLink.getVirtualHost,4,1.0,0.0,3.0,5.0,0.0,6.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
leandDuplicate__org.hsqldb.FunctionSQLInvoked.resolveTypes,24,4.0,2.0,0.0,0.0,3.0,7.0,8.0,16.0,3.0,11.0,0.0,6.0,6.0,1.0,12.0,16.0,5.0,11.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,2.0,0
c_CleandDuplicate__org.jboss.logging.Logger.error,8,1.0,0.0,172.0,306.0,1.0,309.0,0.0,4.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0
re-R3_3_2_CleandDuplicate__org.eclipse.jdt.internal.compiler.util.HashtableOfObjectToInt.keysToArray,7,3.0,2.0,1.0,1.0,0.0,3.0,0.0,7.0,2.0,4.0,0.0,1.0,3.0,0.0,4.0,7.0,3.0,4.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,0
c_CleandDuplicate__org.apache.axis.utils.JavaUtils.getHolderValueType,42,7.0,3.0,2.0,3.0,3.0,6.0,1.0,33.0,4.0,15.0,8.0,4.0,16.0,1.0,11.0,18.0,5.0,13.0,7.0,8.0,4.0,5.0,4.0,4.0,0.24,7.0,7.0,8.0,4.0,2.0,0
leases-lucene-solr-3.1_CleandDuplicate__org.apache.solr.search.SolrIndexReader.getCoreCacheKey,3,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
-src_CleandDuplicate__org.jboss.hibernate.cache.DeployedTreeCacheProvider.nextTimestamp,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
re-R3_1_2_CleandDuplicate__org.eclipse.jdt.internal.compiler.ast.TypeDeclaration.resolve,11,2.0,1.0,0.0,0.0,3.0,2.0,1.0,7.0,1.0,4.0,3.0,4.0,2.0,0.0,3.0,5.0,1.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,0.43,2.0,2.0,3.0,1.0,1.0,0
.7.0_CleandDuplicate__org.apache.hadoop.hive.ql.optimizer.ColumnPrunerProcFactory.ColumnPrunerTableScanProc.process,41,7.0,4.0,0.0,0.0,12.0,2.0,1.0,37.0,15.0,28.0,3.0,20.0,17.0,1.0,24.0,31.0,15.0,16.0,7.0,7.0,4.0,2.0,2.0,2.0,0.08,7.0,7.0,7.0,4.0,4.0,0
-src_CleandDuplicate__org.jbossmx.cluster.watchdog.util.MBeanMirror.setAttribute,18,3.0,1.0,0.0,0.0,2.0,1.0,0.0,11.0,3.0,4.0,7.0,3.0,3.0,0.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,3.0,0.0,0.0,0.64,3.0,3.0,3.0,1.0,3.0,0
ra-0.8.0-src_CleandDuplicate__org.apache.cassandra.thrift.Cassandra.get_range_slices_result.read,62,12.0,4.0,1.0,1.0,7.0,9.0,1.0,60.0,4.0,44.0,5.0,21.0,21.0,1.0,31.0,40.0,5.0,35.0,9.0,12.0,3.0,16.0,3.0,2.0,0.08,12.0,9.0,12.0,3.0,1.0,0
leandDuplicate__org.hsqldb.index.NodeAVL.set,14,3.0,1.0,4.0,8.0,0.0,10.0,3.0,11.0,1.0,7.0,0.0,4.0,4.0,1.0,4.0,7.0,1.0,6.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,3.0,0
re-R3_4_1_CleandDuplicate__org.eclipse.jdt.internal.eval.CodeSnippetEvaluator.getClassName,6,1.0,0.0,1.0,1.0,3.0,3.0,0.0,3.0,1.0,1.0,3.0,4.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0
re-R3_5_CleandDuplicate__org.eclipse.jdt.internal.compiler.problem.ProblemReporter.javadocMissing,4,1.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,2.0,2.0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0
re-R3_1_2_CleandDuplicate__org.eclipse.jdt.internal.eval.EvaluationContext.setPackageName,8,1.0,0.0,4.0,5.0,0.0,6.0,0.0,4.0,1.0,2.0,5.0,2.0,1.0,0.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.25,1.0,1.0,1.0,1.0,1.0,0
ndDuplicate__org.apache.qpid.server.configuration.ConfigStore.sendEvent,11,3.0,2.0,0.0,0.0,3.0,5.0,0.0,11.0,2.0,4.0,0.0,3.0,3.0,0.0,2.0,6.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,2.0,0
leandDuplicate__org.hsqldb.util.SqlServerTransferHelper.formatTableName,16,4.0,1.0,0.0,0.0,3.0,1.0,3.0,13.0,1.0,8.0,0.0,4.0,4.0,1.0,4.0,8.0,1.0,7.0,4.0,4.0,4.0,3.0,3.0,3.0,0.0,4.0,4.0,4.0,4.0,1.0,0
leases-lucene-solr-3.5.0_CleandDuplicate__org.apache.lucene.search.SortField.SortField,9,1.0,0.0,4.0,6.0,1.0,9.0,0.0,4.0,1.0,2.0,5.0,3.0,1.0,0.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.25,1.0,1.0,1.0,1.0,2.0,0
-src_CleandDuplicate__org.jboss.iiop.rmi.marshal.CDRStream.IntReader.read,4,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0
re-R3_4_1_CleandDuplicate__org.eclipse.jdt.internal.eval.CodeSnippetSkeleton.getFileName,6,1.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,1.0,1.0,3.0,4.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0
re-R3_4_CleandDuplicate__org.eclipse.jdt.internal.compiler.problem.ProblemReporter.operatorOnlyValidOnNumericType,16,2.0,1.0,0.0,0.0,3.0,6.0,0.0,16.0,5.0,13.0,0.0,4.0,2.0,0.0,7.0,9.0,5.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,3.0,0
re-R3_6_CleandDuplicate__org.eclipse.jdt.internal.compiler.DefaultErrorHandlingPolicies.exitOnFirstError.(Anon_2).stopOnFirstError,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
ease-0.2-incubating_CleandDuplicate__org.json.JSONArray.optInt,11,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,8.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.67,1.0,1.0,1.0,1.0,1.0,0
N_0_28_1_CleandDuplicate__org.argouml.uml.diagram.ui.ActionList.insertElementAt,12,5.0,2.0,0.0,0.0,2.0,3.0,0.0,12.0,1.0,7.0,0.0,3.0,7.0,1.0,3.0,8.0,1.0,7.0,5.0,5.0,3.0,2.0,2.0,2.0,0.0,5.0,5.0,5.0,3.0,2.0,0
0.12.0_CleandDuplicate__org.elasticsearch.cluster.metadata.AliasAction.readFrom,5,1.0,0.0,1.0,1.0,2.0,2.0,0.0,5.0,1.0,3.0,0.0,6.0,1.0,0.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0
N_0_26_CleandDuplicate__org.argouml.model.euml.CoreHelperEUMLImpl.addSupplierDependency,3,1.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0
