longname,LOC,CYCLO,MAXNESTING,CC,CM,FANOUT,CountInput,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MinEssentialKnots,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,NOPL,label
N_0_34_CleandDuplicate__org.argouml.profile.internal.ocl.CrOCL.getCriticizedDesignMaterials,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
-src_CleandDuplicate__org.jboss.web.tomcat.service.sso.ClusteredSingleSignOn.registerLocal,27,2.0,1.0,1.0,1.0,7.0,7.0,1.0,14.0,2.0,6.0,12.0,7.0,2.0,0.0,2.0,5.0,1.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.86,2.0,2.0,2.0,1.0,5.0,0
andDuplicate__net.sourceforge.jvlt.AbstractHandler.AbstractHandler,4,1.0,0.0,3.0,3.0,0.0,5.0,0.0,4.0,1.0,2.0,0.0,3.0,1.0,0.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0
RC1-src_CleandDuplicate__org.apache.tools.ant.taskdefs.optional.ejb.WebsphereDeploymentTool.setDbvendor,18,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,15.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,0
rc2_CleandDuplicate__org.apache.ivy.plugins.parser.m2.PomModuleDescriptorWriter.ConfigurationScopeMapping.ConfigurationScopeMapping,3,1.0,0.0,2.0,2.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.33,1.0,1.0,1.0,1.0,1.0,0
c_CleandDuplicate__org.jboss.mx.modelmbean.ModelMBeanInvoker.setValuesFromMBeanInfo,17,3.0,2.0,1.0,1.0,7.0,3.0,2.0,14.0,5.0,7.0,2.0,10.0,3.0,0.0,7.0,9.0,6.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.14,3.0,3.0,3.0,1.0,0.0,0
leases-lucene-solr-3.2_CleandDuplicate__org.apache.lucene.analysis.CharArrayMap.EntryIterator.remove,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
N_0_24_CleandDuplicate__org.argouml.model.Model.getDirectionKind,8,1.0,0.0,7.0,8.0,1.0,9.0,0.0,3.0,1.0,1.0,5.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.67,1.0,1.0,1.0,1.0,0.0,0
c_CleandDuplicate__org.jboss.mq.SpyBytesMessage.writeUTF,15,3.0,1.0,0.0,0.0,3.0,4.0,0.0,15.0,1.0,6.0,0.0,3.0,4.0,1.0,3.0,6.0,1.0,5.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,2.0,0
-src_CleandDuplicate__org.jboss.system.ServiceMBeanSupport.ServiceMBeanSupport,11,1.0,0.0,3.0,3.0,2.0,4.0,0.0,4.0,1.0,1.0,7.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.75,1.0,1.0,1.0,1.0,1.0,0
ra-0.8.3-src_CleandDuplicate__org.apache.cassandra.thrift.ColumnDef.unsetIndex_name,3,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
andDuplicate__net.sourceforge.jvlt.LabeledComboBox.setLabel,5,1.0,0.0,12.0,12.0,3.0,14.0,0.0,5.0,1.0,3.0,0.0,5.0,1.0,0.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0
.1.3-src_CleandDuplicate__org.apache.derby.impl.sql.compile.ValueNodeList.eliminateNots,11,2.0,1.0,1.0,1.0,2.0,2.0,0.0,5.0,1.0,2.0,6.0,4.0,2.0,0.0,3.0,5.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.2,2.0,2.0,2.0,1.0,1.0,0
.2-src_CleandDuplicate__org.apache.tools.ant.taskdefs.optional.IContract.setInstrumentdir,11,2.0,1.0,0.0,0.0,1.0,2.0,0.0,6.0,1.0,3.0,5.0,2.0,2.0,0.0,2.0,4.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.83,2.0,2.0,2.0,1.0,1.0,0
N_0_34_CleandDuplicate__org.argouml.model.euml.UseCasesHelperEUMLImpl.removeExtensionPoint,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0
N_0_30_CleandDuplicate__org.argouml.core.propertypanels.ui.ExpressionBodyField.update,10,3.0,2.0,1.0,1.0,4.0,2.0,1.0,9.0,3.0,5.0,0.0,4.0,3.0,0.0,3.0,6.0,3.0,3.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,1.0,0.0,0
_CleandDuplicate__org.gjt.sp.jedit.gui.OptionsDialog.addOptionPane,4,1.0,0.0,1.0,1.0,1.0,3.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0
re-R3_1_2_CleandDuplicate__org.eclipse.jdt.internal.core.SingleTypeRequestor.acceptInitializer,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0
es-J_1_2_3_CleandDuplicate__org.apache.xerces.validators.common.XMLValidator.getElementDeclIsExternal,20,2.0,1.0,0.0,0.0,1.0,5.0,1.0,6.0,1.0,3.0,13.0,2.0,2.0,0.0,2.0,4.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,2.17,2.0,2.0,2.0,1.0,1.0,0
-src_CleandDuplicate__org.apache.axis.configuration.FileProvider.check,17,2.0,1.0,0.0,0.0,3.0,5.0,1.0,8.0,1.0,3.0,8.0,5.0,2.0,0.0,2.0,4.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,0
re-R3_6_CleandDuplicate__org.eclipse.jdt.internal.compiler.lookup.CompilationUnitScope.storeDependencyInfo,42,13.0,3.0,2.0,2.0,7.0,11.0,4.0,36.0,9.0,31.0,3.0,18.0,444.0,3.0,28.0,40.0,14.0,26.0,13.0,13.0,1.0,0.0,0.0,0.0,0.08,13.0,13.0,13.0,1.0,0.0,0
-src_CleandDuplicate__org.jboss.deployment.scanner.HttpURLDeploymentScanner.DeployedRemoteURL.updateFile,1,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0
re-R3_0_1_CleandDuplicate__org.eclipse.jdt.internal.compiler.lookup.BlockScope.computeLocalVariablePositions,79,16.0,4.0,2.0,2.0,4.0,25.0,12.0,57.0,9.0,45.0,18.0,12.0,170.0,2.0,24.0,38.0,9.0,29.0,16.0,24.0,1.0,3.0,0.0,0.0,0.32,16.0,16.0,24.0,1.0,3.0,0
c_CleandDuplicate__org.jboss.mq.xml.XElement.setField,11,1.0,0.0,1.0,1.0,1.0,3.0,0.0,4.0,2.0,1.0,7.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.75,1.0,1.0,1.0,1.0,2.0,0
.0_CleandDuplicate__org.apache.hadoop.hbase.io.hfile.HFileWriterV2.WriterFactoryV2.createWriter,8,1.0,0.0,0.0,0.0,1.0,11.0,0.0,8.0,5.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,9.0,0
ra-1.0.0-src_CleandDuplicate__org.apache.cassandra.thrift.NotFoundException.read,20,3.0,2.0,3.0,3.0,2.0,6.0,1.0,18.0,2.0,11.0,1.0,6.0,3.0,0.0,8.0,12.0,2.0,10.0,4.0,3.0,3.0,2.0,2.0,2.0,0.06,3.0,4.0,3.0,3.0,1.0,0
.1.3-src_CleandDuplicate__org.apache.derby.impl.jdbc.EmbedPreparedStatement.finalize,22,2.0,1.0,0.0,0.0,2.0,1.0,2.0,7.0,1.0,3.0,13.0,2.0,2.0,0.0,2.0,4.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.86,2.0,2.0,2.0,1.0,0.0,0
-src_CleandDuplicate__org.jboss.ejb.MessageDrivenContainer.addInterceptor,18,3.0,2.0,0.0,0.0,1.0,2.0,2.0,16.0,2.0,7.0,0.0,3.0,3.0,0.0,4.0,7.0,2.0,5.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,0
re-R3_0_1_CleandDuplicate__org.eclipse.jdt.internal.eval.CodeSnippetQualifiedNameReference.generatePostIncrement,68,12.0,4.0,0.0,0.0,5.0,14.0,2.0,65.0,1.0,52.0,2.0,20.0,22.0,1.0,32.0,44.0,1.0,43.0,12.0,16.0,1.0,9.0,0.0,0.0,0.03,12.0,12.0,16.0,1.0,4.0,0
.1-src_CleandDuplicate__org.apache.tools.ant.util.IdentityMapper.setTo,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.5,1.0,1.0,1.0,1.0,1.0,0
rc2_CleandDuplicate__org.apache.ivy.plugins.repository.vsftp.VsftpRepository.exec.(Anon_5).run,14,3.0,2.0,0.0,0.0,4.0,2.0,0.0,11.0,1.0,7.0,3.0,5.0,3.0,0.0,4.0,7.0,2.0,5.0,3.0,4.0,1.0,1.0,0.0,0.0,0.27,3.0,3.0,4.0,1.0,1.0,0
N_0_32_2_CleandDuplicate__org.argouml.model.mdr.CommonBehaviorFactoryMDRImpl.deleteReception,9,2.0,1.0,1.0,1.0,0.0,2.0,0.0,5.0,1.0,2.0,4.0,0.0,2.0,0.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.8,2.0,2.0,2.0,1.0,1.0,0
-0.5.0_CleandDuplicate__org.apache.hadoop.dfs.FSDirectory.INode.getBlocks,7,1.0,0.0,2.0,2.0,0.0,3.0,0.0,3.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.33,1.0,1.0,1.0,1.0,0.0,0
.7.0_CleandDuplicate__org.apache.hadoop.hive.metastore.api.IndexAlreadyExistsException.read,25,5.0,3.0,0.0,0.0,2.0,3.0,0.0,25.0,2.0,17.0,1.0,8.0,7.0,1.0,11.0,16.0,2.0,14.0,5.0,5.0,3.0,4.0,3.0,2.0,0.04,5.0,5.0,5.0,3.0,1.0,0
ease-0.6_CleandDuplicate__org.apache.manifoldcf.crawler.connectors.meridio.MeridioSecureSocketFactory.hashCode,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
N_0_28_1_CleandDuplicate__org.argouml.ui.cmd.ActionAdjustSnap.actionPerformed,8,2.0,1.0,0.0,0.0,4.0,2.0,0.0,8.0,3.0,5.0,0.0,5.0,2.0,0.0,4.0,6.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0
_CleandDuplicate__org.hsqldb.DatabaseObjectNames.removeOwner,12,3.0,2.0,1.0,3.0,4.0,5.0,3.0,9.0,3.0,5.0,0.0,6.0,3.0,0.0,3.0,6.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,0
re-R3_6_CleandDuplicate__org.eclipse.jdt.internal.codeassist.impl.AssistParser.consumeClassBodyDeclaration,4,1.0,0.0,1.0,1.0,2.0,2.0,0.0,4.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
c_CleandDuplicate__org.jboss.ejb.plugins.cmp.jdbc.JDBCEJBQLQuery.JDBCEJBQLQuery,58,6.0,2.0,1.0,1.0,11.0,4.0,8.0,46.0,7.0,27.0,4.0,33.0,16.0,1.0,16.0,22.0,5.0,17.0,6.0,6.0,1.0,3.0,0.0,0.0,0.09,6.0,6.0,6.0,1.0,3.0,0
ra-1.1.0-src_CleandDuplicate__org.apache.cassandra.db.ColumnFamily.validateColumnFields,13,2.0,1.0,1.0,1.0,2.0,1.0,0.0,8.0,2.0,3.0,5.0,2.0,2.0,0.0,2.0,5.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.63,2.0,2.0,2.0,1.0,0.0,0
-src_CleandDuplicate__org.jboss.ejb3.NonSerializableFactory.unbind,11,1.0,0.0,5.0,5.0,7.0,8.0,1.0,10.0,6.0,7.0,0.0,9.0,1.0,0.0,7.0,8.0,6.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0
jakarta_CleandDuplicate__org.apache.tools.ant.taskdefs.optional.sos.SOS.getFilename,7,1.0,0.0,3.0,3.0,0.0,4.0,0.0,3.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.33,1.0,1.0,1.0,1.0,0.0,0
leases-lucene-solr-3.2_CleandDuplicate__org.apache.solr.search.function.ConstValueSource.ConstValueSource,4,1.0,0.0,1.0,1.0,0.0,2.0,0.0,4.0,1.0,2.0,0.0,3.0,1.0,0.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0
ndDuplicate__org.apache.qpid.management.ui.views.users.UserManagementTabControl.TableSorter.compare,25,4.0,1.0,0.0,0.0,4.0,6.0,1.0,23.0,4.0,16.0,3.0,5.0,6.0,1.0,10.0,13.0,4.0,9.0,3.0,4.0,1.0,3.0,0.0,0.0,0.13,4.0,3.0,4.0,1.0,3.0,0
c_CleandDuplicate__org.jboss.cache.invalidation.bridges.JMSCacheInvalidationBridge.setConnectionFactoryName,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0
es-J_2_3_0_CleandDuplicate__org.apache.html.dom.HTMLTableColElementImpl.getAlign,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
re-R3_3_CleandDuplicate__org.eclipse.jdt.core.util.ByteCodeVisitorAdapter._lastore,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0
N_0_34_CleandDuplicate__org.argouml.model.AbstractUseCasesHelperDecorator.setExtension,3,1.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0
re-R3_0_CleandDuplicate__org.eclipse.jdt.core.dom.TagElement.setTagName,17,1.0,0.0,6.0,19.0,1.0,21.0,0.0,5.0,1.0,3.0,12.0,3.0,1.0,0.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,2.4,1.0,1.0,1.0,1.0,1.0,0
leandDuplicate__org.hsqldb.util.TransferHelper.fixupColumnDefRead,5,1.0,0.0,1.0,1.0,0.0,2.0,0.0,5.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,0
ndDuplicate__org.apache.qpid.client.message.JMSStreamMessage.readString,5,1.0,0.0,1.0,11.0,2.0,12.0,0.0,5.0,1.0,2.0,0.0,3.0,1.0,0.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
re-R3_5_CleandDuplicate__org.eclipse.jdt.internal.compiler.parser.Parser.resumeOnSyntaxError,37,8.0,2.0,1.0,1.0,5.0,10.0,5.0,24.0,2.0,17.0,8.0,15.0,27.0,1.0,12.0,20.0,2.0,18.0,8.0,8.0,4.0,3.0,3.0,3.0,0.33,8.0,8.0,8.0,4.0,0.0,0
.10_CleandDuplicate__org.jfree.data.statistics.BoxAndWhiskerItem.toString,10,1.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,1.0,2.0,6.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.5,1.0,1.0,1.0,1.0,0.0,0
_CleandDuplicate__org.jhotdraw.contrib.SplitPaneDesktop.updateTitle,4,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.33,1.0,1.0,1.0,1.0,1.0,0
7.0_CleandDuplicate__org.apache.pig.bzip2r.Bzip2TextInputFormat.createRecordReader,5,1.0,0.0,0.0,0.0,2.0,2.0,0.0,5.0,2.0,2.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0
leases-lucene-solr-3.2_CleandDuplicate__org.apache.lucene.search.FieldComparator.binarySearch,21,5.0,2.0,2.0,2.0,1.0,6.0,2.0,19.0,4.0,14.0,0.0,2.0,7.0,1.0,9.0,14.0,4.0,10.0,5.0,5.0,4.0,7.0,7.0,6.0,0.0,5.0,5.0,5.0,4.0,4.0,0
-src_CleandDuplicate__org.jboss.web.tomcat.service.JBossWeb.setSubjectAttributeName,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0
.0_CleandDuplicate__org.apache.hadoop.hbase.thrift.generated.Hbase.scannerOpenTs_args.setTableName,7,2.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,1.0,2.0,3.0,3.0,1.0,0.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.75,2.0,2.0,2.0,1.0,1.0,0
.1.3-src_CleandDuplicate__org.apache.derby.impl.services.locks.LockSpace.getOwner,8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.67,1.0,1.0,1.0,1.0,0.0,0
re-R2_1_1_CleandDuplicate__org.eclipse.jdt.internal.core.CreatePackageFragmentOperation.CreatePackageFragmentOperation,10,1.0,0.0,1.0,1.0,1.0,4.0,0.0,4.0,1.0,2.0,6.0,3.0,1.0,0.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.5,1.0,1.0,1.0,1.0,3.0,0
.1-src_CleandDuplicate__org.apache.tools.ant.taskdefs.optional.starteam.TreeBasedTask.isPreloadFileInformation,7,1.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.33,1.0,1.0,1.0,1.0,0.0,0
re-R3_5_1_CleandDuplicate__org.eclipse.jdt.apt.core.internal.env.AbstractCompilationEnv.removeListener,6,2.0,1.0,0.0,0.0,2.0,2.0,0.0,6.0,1.0,3.0,0.0,2.0,2.0,0.0,3.0,5.0,1.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0
-src_CleandDuplicate__javax.management.BinaryOpValueExp.toString,22,5.0,1.0,0.0,0.0,1.0,7.0,0.0,22.0,2.0,17.0,0.0,3.0,5.0,1.0,15.0,17.0,2.0,15.0,2.0,5.0,1.0,6.0,0.0,0.0,0.0,5.0,2.0,5.0,1.0,0.0,0
ndDuplicate__org.apache.qpid.junit.extensions.util.ContextualProperties.getKeyIterator.(Anon_1).remove,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.2,1.0,1.0,1.0,1.0,0.0,0
ndDuplicate__org.apache.qpid.ra.QpidRASessionImpl.getXAResourceInternal,32,4.0,2.0,1.0,1.0,3.0,4.0,3.0,23.0,4.0,12.0,6.0,5.0,6.0,1.0,8.0,12.0,4.0,8.0,4.0,4.0,1.0,1.0,0.0,0.0,0.26,4.0,4.0,4.0,1.0,1.0,0
re-R3_5_2_CleandDuplicate__org.eclipse.jdt.internal.compiler.parser.Parser.consumeUnaryExpression,35,5.0,2.0,1.0,1.0,4.0,10.0,3.0,25.0,2.0,20.0,7.0,6.0,6.0,1.0,5.0,10.0,2.0,8.0,5.0,5.0,1.0,2.0,0.0,0.0,0.28,5.0,5.0,5.0,1.0,2.0,0
_CleandDuplicate__org.hsqldb.lib.java.JavaSystem.getUnscaledValue,13,1.0,0.0,2.0,3.0,1.0,4.0,3.0,3.0,1.0,1.0,7.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.33,1.0,1.0,1.0,1.0,1.0,0
leases-lucene-solr-3.3_CleandDuplicate__org.apache.solr.search.function.distance.StringDistanceFunction.hashCode,6,1.0,0.0,0.0,0.0,2.0,3.0,0.0,6.0,2.0,4.0,0.0,3.0,1.0,0.0,4.0,5.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
re-R3_4_2_CleandDuplicate__org.eclipse.jdt.core.jdom.DOMFactory.DOMFactory,7,1.0,0.0,5.0,5.0,1.0,5.0,0.0,3.0,1.0,1.0,5.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.67,1.0,1.0,1.0,1.0,0.0,0
.8.0_CleandDuplicate__org.apache.hadoop.hive.metastore.api.ThriftHiveMetastore.get_index_names_args.equals,7,3.0,1.0,0.0,0.0,1.0,1.0,0.0,7.0,1.0,5.0,0.0,2.0,3.0,0.0,3.0,6.0,1.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,3.0,3.0,3.0,3.0,1.0,0
.2-src_CleandDuplicate__org.apache.tools.ant.filters.HeadFilter.setLines,8,1.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.67,1.0,1.0,1.0,1.0,1.0,0
c_CleandDuplicate__org.jboss.mq.il.uil.multiplexor.SocketMultiplexor.getDemux,8,1,0,0.0,0.0,0,1,0,3,1,1,5,1,1,0,1,2,1,1,1,1,1,0,0,0,1.67,1,1,1,1,0,0
.0-src_CleandDuplicate__org.apache.tools.ant.types.AbstractFileSet.addContains,7,1,0,1.0,1.0,1,2,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,0,0,0,1.33,1,1,1,1,1,0
re-R3_2_2_CleandDuplicate__org.eclipse.jdt.core.dom.ExpressionStatement.internalStructuralPropertiesForType,3,1,0,0.0,0.0,1,1,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,0,0,0,0.0,1,1,1,1,1,0
276-tags-aTunes_2_0_0_CleandDuplicate__net.sourceforge.atunes.kernel.modules.repository.data.Year.isUnknownYear,8,1,0,1.0,1.0,3,2,0,3,1,1,5,4,1,0,1,2,1,1,1,2,1,0,0,0,1.67,1,1,2,1,1,0
es-J_2_0_0_CleandDuplicate__org.apache.xerces.util.XMLResourceIdentifierImpl.setPublicId,4,1,0,0.0,0.0,0,1,0,3,1,1,2,1,1,0,1,2,1,1,1,1,1,0,0,0,0.67,1,1,1,1,1,0
re-R2_1_3_CleandDuplicate__org.eclipse.jdt.internal.core.util.DefaultBytecodeVisitor._fcmpl,8,1,0,0.0,0.0,2,4,0,5,1,3,3,3,1,0,3,4,1,3,1,1,1,0,0,0,0.6,1,1,1,1,1,0
leandDuplicate__org.hsqldb.Table.getBaseTableColumnMap,3,1,0,3.0,5.0,0,6,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,0,0,0,0.0,1,1,1,1,0,0
re-R3_4_1_CleandDuplicate__org.eclipse.jdt.apt.core.internal.env.BaseProcessorEnv.getMessager,3,1,0,0.0,0.0,0,0,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,0,0,0,0.33,1,1,1,1,0,0
re-R3_3_CleandDuplicate__org.eclipse.jdt.internal.compiler.parser.diagnose.DiagnoseParser.parseCheck,153,27,4,0.0,0.0,4,28,16,131,7,109,28,10,652,3,84,103,7,96,27,28,15,30,30,30,0.21,27,27,28,15,4,0
.1.3-src_CleandDuplicate__org.apache.derbyBuild.SecurityPolicyGenerator.parsePolicies,18,2,1,0.0,0.0,5,2,2,16,9,11,1,10,2,0,12,14,10,4,2,2,1,0,0,0,0.06,2,2,2,1,0,0
leandDuplicate__org.hsqldb.lib.HsqlTimer.Task.Task,17,1,0,1.0,1.0,0,5,1,7,2,4,9,5,1,0,4,5,1,4,1,1,1,0,0,0,1.29,1,1,1,1,4,0
re-R3_5_1_CleandDuplicate__org.eclipse.jdt.internal.compiler.parser.RecoveredStatement.updatedStatement,3,1,0,3.0,5.0,0,6,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,0,0,0,0.0,1,1,1,1,0,0
-0.6.0_CleandDuplicate__org.apache.hadoop.streaming.MustangFile.setReadable,5,1,0,0.0,0.0,1,3,0,5,1,2,0,2,1,0,2,3,1,2,1,1,1,0,0,0,0.0,1,1,1,1,2,0
