Classlongname,LOC,NOPA,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClassMethod,CountDeclClassVariable,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,WOC,WMCNAMM,LOCNAMM,NOMNAMM,NOAM,TCC,PK_CountDeclClassMethod,NumberOfTokens,NumberOfIdentifies,NumberOfReturnAndPrintStatements,NumberOfConditionalJumpStatements,NumberOfKeywords,NumberOfAssignments,NumberOfOperatorsWithoutAssignments,NumberOfUniqueIdentifiers,NumberOfDots,NumberOfNewStatements,MinLineCode,CountLineCodeNAMM,LogStmtDecl,CSNOMNAMM,NIM,RFC,CFNAMM,DAC,NMO,NOII,LogCyclomaticStrict,FANIN,FANOUT,ATFD,NumberOfMethodCalls,SumCountPath,NumberOfClassConstructors,AvgLineCodeExe,AvgStmtDecl,NumberOfDepends,label
Eclipse3.3.1__org.eclipse.jface.internal.text.revisions.RevisionPainter.RevisionAnnotation,8.0,0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,3,3,0.3010299956639812,1,10,0,0,0,0,12,0.3010299956639812,2,2,0,0,1,1,1.0,1.0,1,0
Eclipse2.1.1__org.eclipse.ui.editors.text.FileDocumentProvider.FileInfo,22.0,2,1.0,1.0,1.0,1.0,11.0,0.0,4.0,7.0,1.0,4.0,3.0,0.0,0.0,1.0,2.0,1.0,7.0,0.0,0.0,0.0,1.0,2.0,8.0,5.0,3.0,12.0,5.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,50.0,1.5,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,22.0,1.0,0.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,4,4,0.3010299956639812,1,6,0,0,1,0,1,0.3010299956639812,8,3,0,0,1,1,2.0,1.0,5,0
Eclipse3.3.1__org.eclipse.pde.internal.build.fetch.COPYFetchTasksFactory,122.0,1,3.0,3.0,3.0,1.0,15.0,1.0,11.0,4.0,3.0,9.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,1.0,0.0,4.0,12.0,65.0,22.0,47.0,60.0,42.0,54.0,24.0,30.0,5.0,5.0,7.0,1.0,1.0,2.0,0.0,0.92,16.0,16.0,18.0,5.0,0.8,16.0,122.0,5.0,0.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,2,58,1.2787536009528289,5,0,0,0,0,4,12,1.2787536009528289,36,23,2,0,11,0,8.4,3.6,10,0
argouml-VERSION_0_18_1__org.argouml.uml.ui.behavior.use_cases.ActionNewExtendExtensionPoint,35.0,1,1.0,1.0,1.0,1.0,9.0,0.0,6.0,3.0,1.0,4.0,0.0,0.0,1.0,2.0,0.0,2.0,18.0,0.0,0.0,1.0,1.0,4.0,17.0,8.0,7.0,14.0,5.0,9.0,5.0,4.0,2.0,2.0,2.0,1.0,4.0,1.0,0.0,0.82,3.0,3.0,3.0,2.0,0.5,3.0,35.0,2.0,0.0,0.0,6.0,0,0,0,0,0,0,0,0,0,0,3,12,0.6020599913279624,2,16,0,0,1,1,0,0.6020599913279624,1,11,1,1,3,1,3.0,1.5,6,0
Eclipse2.1.2__org.eclipse.ui.texteditor.ValidateStateException,25.0,0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,2.0,5.0,2.0,1.0,18.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,3.6,1.0,1.0,1.0,1.0,1.0,1.0,25.0,1.0,0.0,0.0,43.0,0,0,0,0,0,0,0,0,0,0,3,3,0.3010299956639812,1,5,0,0,0,0,1,0.3010299956639812,1,2,0,0,1,1,1.0,1.0,2,0
Eclipse2.0__org.eclipse.jdt.internal.debug.ui.launcher.RemoteJavaApplicationTabGroup,15.0,0,1.0,1.0,1.0,1.0,11.0,0.0,8.0,3.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,2.0,10.0,4.0,5.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.3,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,0.0,0.0,11.0,0,0,0,0,0,0,0,0,0,0,8,8,0.4771212547196624,1,7,0,0,0,1,1,0.3010299956639812,0,1,1,0,1,0,5.0,2.0,6,0
Eclipse3.3.1__org.eclipse.team.internal.ccvs.ui.mappings.CVSSubscriberMergeContext.run.(Anon_2).run.(Anon_3),8.0,0,2.0,2.0,2.0,1.0,7.0,0.0,7.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,6.0,0.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,8.0,1.0,0.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,7,7,0.3010299956639812,1,0,0,0,0,1,12,0.4771212547196624,3,2,0,0,2,0,5.0,1.0,5,0
Eclipse2.1.1__org.eclipse.jdt.internal.debug.ui.WatchExpressionDialog.createDialogArea.(Anon_1),6.0,0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,4.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,2.0,0.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,2,5,0.4771212547196624,2,0,0,0,0,2,1,0.4771212547196624,0,1,0,0,2,0,1.5,1.0,3,0
argouml-VERSION_0_24__org.argouml.uml.ui.behavior.common_behavior.PropPanelCallAction.UMLCallActionOperationComboBox2,17.0,0,1.0,1.0,1.0,1.0,9.0,0.0,4.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0,0.0,0.0,0.0,1.0,1.0,8.0,4.0,3.0,8.0,3.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,1.0,0.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,4,4,0.3010299956639812,1,20,0,0,0,0,0,0.3010299956639812,2,4,0,0,1,1,2.0,1.0,3,0
rhino-Rhino1_6R5_RELEASE__org.mozilla.javascript.tools.debugger.Dim.DimIProxy,179.0,0,3.0,2.0,3.0,1.0,15.0,1.0,11.0,3.0,4.0,14.0,0.0,0.0,0.0,7.0,10.0,7.0,7.0,0.0,2.0,0.0,5.0,28.0,90.0,25.0,53.0,61.0,47.0,67.0,22.0,45.0,12.0,7.0,12.0,1.0,1.0,2.0,71.0,0.68,24.0,19.0,24.0,7.0,0.8,21.0,166.0,6.0,1.0,1.0,8.0,0,0,0,0,0,0,0,0,0,0,3,69,1.0791812460476249,6,0,0,0,5,5,0,1.3979400086720375,50,31,4,0,27,1,7.571428571428571,1.5714285714285714,17,0
Eclipse3.3.1__org.eclipse.jdt.internal.debug.ui.jres.JREsEnvironmentLabelProvider,90.0,0,2.0,2.0,2.0,1.0,9.0,0.0,8.0,1.0,2.0,11.0,0.0,0.0,0.0,5.0,2.0,5.0,20.0,0.0,1.0,0.0,4.0,13.0,47.0,16.0,25.0,30.0,22.0,35.0,17.0,18.0,4.0,4.0,4.0,1.0,5.0,3.0,60.0,0.64,11.0,11.0,12.0,5.0,0.5,5.0,66.0,3.0,2.0,0.1666666666666666,0.0,0,0,0,0,0,0,0,0,0,0,3,16,1.1139433523068367,3,15,0,0,2,3,12,1.1139433523068367,14,20,5,0,11,1,4.8,2.4,14,0
Eclipse2.1.1__org.eclipse.jdt.internal.ui.preferences.JavaEditorPreferencePage.createNavigationPage.(Anon_23),4.0,0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,3,3,0.3010299956639812,1,0,0,0,0,1,1,0.3010299956639812,0,1,0,0,1,0,2.0,1.0,3,0
Eclipse3.3.1__org.eclipse.ltk.internal.ui.refactoring.history.RefactoringPropertyPage.createContents.(Anon_4).widgetSelected.(Anon_5),5.0,0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,3,0,0.3010299956639812,0,0,0,0,0,1,12,0.3010299956639812,1,3,0,0,1,0,2.0,1.0,4,0
Eclipse2.0__org.eclipse.swt.custom.StyledText.installListeners.(Anon_8),4.0,0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,3,3,0.3010299956639812,1,0,0,0,0,1,1,0.3010299956639812,1,1,0,0,1,0,2.0,1.0,3,0
Eclipse2.0__org.eclipse.team.internal.ccvs.ui.CVSProjectPropertiesPage.createContents.(Anon_4),21.0,0,6.0,6.0,6.0,5.0,20.0,0.0,18.0,2.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,19.0,5.0,17.0,2.0,16.0,22.0,7.0,15.0,6.0,6.0,6.0,5.0,1.0,2.0,0.0,0.11,6.0,6.0,6.0,5.0,1.0,6.0,21.0,1.0,0.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,18,18,0.9030899869919436,1,0,0,0,0,1,1,0.8450980400142568,5,17,4,0,18,0,16.0,7.0,10,0
Eclipse2.1.2__org.eclipse.pde.internal.ui.search.JavaSearchCollector.GroupByKeyComputer,5.0,0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,3,3,0.3010299956639812,1,0,0,0,0,1,1,0.3010299956639812,1,1,0,0,1,0,1.0,1.0,2,0
argouml-VERSION_0_20__org.argouml.model.uml.KindsImpl,244.0,0,1.0,1.0,1.0,1.0,5.0,0.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,34.0,0.0,34.0,34.0,1.0,0.0,0.0,33.0,35.0,106.0,38.0,33.0,104.0,33.0,68.0,35.0,33.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.98,34.0,34.0,34.0,34.0,0.0,1.0,48.0,1.0,33.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,2,2,1.5440680443502757,1,0,0,0,0,29,0,1.5440680443502757,32,35,0,0,34,1,0.9705882352941176,1.0,8,0
Eclipse3.3.1__org.eclipse.jdt.internal.corext.refactoring.structure.ImportRewriteUtil.collectImports.(Anon_2),8.0,0,2.0,2.0,3.0,1.0,6.0,0.0,6.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,374.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,6.0,0.0,3.0,5.0,1.0,4.0,2.0,2.0,3.0,1.0,4.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,1.0,2.0,8.0,1.0,0.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,6,6,0.3010299956639812,1,0,0,0,0,1,12,0.6020599913279624,2,4,0,0,2,0,5.0,1.0,6,0
Eclipse2.1.2__org.eclipse.compare.contentmergeviewer.TextMergeViewer.createControls.(Anon_7),5.0,0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,3,3,0.3010299956639812,1,0,0,0,0,1,1,0.3010299956639812,4,2,0,0,1,0,2.0,1.0,3,0
argouml-VERSION_0_10_1__org.argouml.uml.diagram.static_structure.TableModelClassByProps,29.0,0,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,4.0,22.0,0.0,0.0,0.0,4.0,3.0,23.0,10.0,15.0,4.0,16.0,24.0,11.0,13.0,4.0,4.0,4.0,1.0,3.0,2.0,0.0,0.17,7.0,7.0,7.0,4.0,1.0,7.0,29.0,4.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,1,21,1.0413926851582251,4,18,0,0,0,2,0,0.9030899869919436,7,8,3,0,7,1,3.75,2.5,3,0
argouml-VERSION_0_14__org.argouml.uml.ui.behavior.state_machines.UMLTransitionStatemachineListModel,30.0,0,1.0,1.0,1.0,1.0,6.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,29.0,0.0,0.0,2.0,1.0,4.0,12.0,4.0,4.0,14.0,4.0,8.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,1.17,3.0,3.0,3.0,3.0,1.0,3.0,30.0,3.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3,10,0.6020599913279624,3,26,0,0,0,2,0,0.6020599913279624,2,9,0,0,3,1,1.3333333333333333,1.0,1,0
argouml-VERSION_0_26__org.argouml.model.euml.CoreHelperEUMLImpl,1609.0,0,1.0,1.0,2.0,1.0,9.0,0.0,8.0,1.0,2.0,7.0,0.0,0.0,0.0,156.0,2.0,156.0,156.0,0.0,3.0,0.0,153.0,169.0,1371.0,264.0,830.0,164.0,404.0,771.0,273.0,498.0,7.0,7.0,8.0,6.0,1.0,4.0,75.0,0.12,310.0,310.0,328.0,175.0,0.3529411764705882,99.0,681.0,54.0,102.0,0.1020811833505331,7.0,0,0,0,0,0,0,0,0,0,0,3,483,2.432969290874406,54,0,0,0,2,151,13,2.5171958979499744,286,359,26,0,440,1,5.32051282051282,1.7307692307692308,8,0
argouml-VERSION_0_22__org.argouml.uml.ui.behavior.activity_graphs.UMLActivityGraphContextComboBoxModel,66.0,0,1.0,1.0,1.0,1.0,10.0,0.0,6.0,3.0,1.0,6.0,0.0,0.0,0.0,5.0,0.0,5.0,39.0,0.0,0.0,3.0,2.0,9.0,34.0,11.0,20.0,23.0,11.0,18.0,10.0,8.0,2.0,2.0,3.0,1.0,3.0,1.0,0.0,0.68,6.0,6.0,8.0,5.0,1.0,5.0,60.0,4.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,2,28,1.0,4,34,0,0,0,4,0,0.9542425094393248,2,25,4,0,6,1,4.0,1.8,7,0
argouml-VERSION_0_24__org.argouml.uml.ui.behavior.common_behavior.ActionNewUninterpretedAction.getButtonInstance.(Anon_1),8.0,0,2.0,2.0,2.0,1.0,6.0,0.0,6.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,13.0,0.0,0.0,0.0,1.0,1.0,7.0,2.0,6.0,0.0,4.0,6.0,2.0,4.0,2.0,2.0,2.0,1.0,5.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,8.0,1.0,0.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,6,6,0.4771212547196624,1,0,0,0,0,1,0,0.4771212547196624,1,6,1,0,2,0,5.0,2.0,6,0
Eclipse3.3.1__org.eclipse.ui.actions.ContributionItemFactory.(Anon_7),8.0,0,2.0,2.0,2.0,1.0,6.0,0.0,6.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,5.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,0.29,2.0,2.0,2.0,1.0,1.0,2.0,8.0,1.0,0.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,6,6,0.3010299956639812,1,0,0,0,0,1,12,0.4771212547196624,1,3,0,0,2,0,4.0,1.0,4,0
Eclipse3.3.1__org.eclipse.jdt.internal.ui.refactoring.IntroduceParameterObjectWizard.IntroduceParameterObjectInputPage.createDelegateInput.(Anon_3),4.0,0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,3,3,0.3010299956639812,1,0,0,0,0,1,12,0.3010299956639812,2,2,0,0,1,0,2.0,1.0,5,0
Eclipse2.0__org.eclipse.jdt.internal.corext.refactoring.structure.ParameterOffsetFinder.ParameterOffsetFinderVisitor,77.0,0,2.0,2.0,2.0,1.0,7.0,0.0,6.0,0.0,1.0,10.0,0.0,0.0,0.0,8.0,6.0,8.0,134.0,2.0,4.0,0.0,2.0,13.0,63.0,21.0,37.0,1.0,37.0,54.0,23.0,31.0,4.0,4.0,4.0,4.0,2.0,2.0,68.0,0.02,17.0,17.0,18.0,11.0,1.0,15.0,69.0,7.0,1.0,1.0,8.0,0,0,0,0,0,0,0,0,0,0,3,47,1.230448921378274,7,126,0,0,2,2,1,1.2787536009528289,25,38,6,0,17,1,4.625,2.0,11,0
Eclipse2.1.2__org.eclipse.pde.internal.ui.editor.manifest.ImportStatusSection.makeActions.(Anon_6),4.0,0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,54.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,3,3,0.3010299956639812,1,0,0,0,0,1,1,0.3010299956639812,0,1,0,0,1,0,2.0,1.0,2,0
argouml-VERSION_0_24__org.argouml.uml.ui.behavior.collaborations.UMLMessageInteractionListModel,33.0,0,1.0,1.0,1.0,1.0,5.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,34.0,0.0,0.0,2.0,1.0,4.0,15.0,4.0,6.0,14.0,4.0,9.0,4.0,5.0,2.0,2.0,2.0,1.0,3.0,1.0,0.0,0.93,4.0,4.0,5.0,3.0,1.0,4.0,33.0,3.0,0.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,3,13,0.6020599913279624,3,31,0,0,0,2,0,0.7781512503836436,2,13,0,0,4,1,2.0,1.0,3,0
argouml-VERSION_0_16__org.argouml.language.php.PHPDocumentor.ParamTag,85.0,0,1.0,1.0,2.0,1.0,13.0,0.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,5.0,10.0,0.0,0.0,0.0,5.0,10.0,38.0,8.0,22.0,37.0,13.0,23.0,8.0,15.0,2.0,2.0,3.0,1.0,2.0,1.0,60.0,0.97,9.0,9.0,12.0,5.0,0.2,1.0,22.0,1.0,4.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,3,3,0.7781512503836436,1,5,0,0,0,2,0,1.1139433523068367,9,14,0,0,9,1,4.0,1.0,1,0
Eclipse2.0__org.eclipse.ui.part.PageBookView.SelectionProvider,70.0,0,2.0,2.0,2.0,2.0,8.0,0.0,7.0,1.0,2.0,8.0,0.0,0.0,0.0,5.0,1.0,5.0,5.0,0.0,0.0,0.0,5.0,1.0,39.0,14.0,26.0,30.0,20.0,33.0,15.0,18.0,4.0,4.0,4.0,4.0,1.0,1.0,40.0,0.77,12.0,12.0,12.0,10.0,0.6,4.0,39.0,3.0,2.0,0.4,8.0,0,0,0,0,0,0,0,0,0,0,3,12,1.146128035678238,3,0,0,0,1,4,1,1.1139433523068367,9,13,4,1,12,0,5.0,2.6,9,0
Eclipse2.1.2__org.eclipse.jdt.internal.ui.text.correction.LocalCorrectionsSubProcessor.addNLSProposals.(Anon_1),11.0,0,2.0,2.0,2.0,1.0,10.0,0.0,10.0,1.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0,0.0,0.0,0.0,1.0,0.0,11.0,4.0,9.0,1.0,5.0,7.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,0.09,2.0,2.0,2.0,1.0,1.0,2.0,11.0,1.0,0.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,10,10,0.6989700043360189,1,0,0,0,0,1,1,0.4771212547196624,1,7,2,0,2,0,8.0,4.0,9,0
argouml-VERSION_0_22__org.argouml.uml.diagram.ui.FigEmptyRect,24.0,0,1.0,1.0,1.0,1.0,8.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,8.0,3.0,2.0,14.0,2.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.75,2.0,2.0,2.0,2.0,0.5,1.0,18.0,1.0,1.0,0.0,33.0,0,0,0,0,0,0,0,0,0,0,2,4,0.4771212547196624,1,0,0,0,0,0,0,0.4771212547196624,5,2,0,0,2,1,1.0,1.0,0,0
Eclipse3.3.1__org.eclipse.jface.fieldassist.TextControlCreator,25.0,0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,1.0,19.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.8,1.0,1.0,1.0,1.0,1.0,1.0,25.0,1.0,0.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,3,3,0.3010299956639812,1,0,0,0,0,1,12,0.3010299956639812,2,2,0,0,1,0,1.0,1.0,4,0
Eclipse3.3.1__org.eclipse.ui.dialogs.WizardExportResourcesPage.createButtonsGroup.(Anon_3),4.0,0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,3,3,0.3010299956639812,1,0,0,0,0,1,12,0.3010299956639812,1,1,0,0,1,0,2.0,1.0,4,0
Eclipse3.3.1__org.eclipse.jface.text.TextViewerUndoManager.TextInputListener,19.0,0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,8.0,3.0,2.0,9.0,2.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.13,2.0,2.0,2.0,2.0,1.0,2.0,19.0,2.0,0.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,3,6,0.4771212547196624,2,0,0,0,0,2,12,0.4771212547196624,1,2,0,0,2,0,1.0,1.0,3,0
argouml-VERSION_0_16__javax.swing.SwingUtilities,16.0,0,1.0,1.0,1.0,1.0,6.0,0.0,5.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,12.0,3.0,7.0,1.0,4.0,8.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,0.07,3.0,3.0,3.0,2.0,1.0,0.0,15.0,0.0,0.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0
argouml-VERSION_0_20__org.argouml.ui.explorer.ExplorerPerspective,80.0,0,1.0,1.0,1.0,1.0,6.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,8.0,2.0,8.0,8.0,0.0,0.0,1.0,7.0,8.0,31.0,12.0,11.0,41.0,13.0,22.0,12.0,10.0,1.0,1.0,1.0,1.0,1.0,0.0,43.0,1.32,8.0,8.0,8.0,8.0,0.7142857142857143,5.0,62.0,5.0,3.0,0.4761904761904761,2.0,0,0,0,0,0,0,0,0,0,0,3,18,1.0,5,0,0,0,1,0,0,0.9542425094393248,31,14,1,0,8,1,1.375,1.125,2,0
Eclipse2.1.2__org.eclipse.ui.plugin.AbstractUIPlugin.CompatibilityPreferenceStore.initialize.(Anon_1),10.0,0,2.0,2.0,2.0,1.0,9.0,0.0,9.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,8.0,0.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,10.0,1.0,0.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,9,9,0.3010299956639812,1,0,0,0,0,1,1,0.4771212547196624,2,4,0,0,2,0,7.0,1.0,3,0
