index,ComplexClass,ClassDataShouldBePrivate,InappropriatIntimacy,LargeClass,LazyClass,MiddleMan,RefusedBequest,SpaghettiCode,SpeculativeGenerality,Blob,DataClass,Anti-singleton,SwissArmyKnife,DispersedCoupling,ShotgunSurgery,Comments,FeatureEnvy,LongMethod,LongParameterList,MessageChains,Non-smell
0,0.0,0.211055276,0.21476648057094228,0.0,0.008375209,0.0,0.0,0.0,0.0,0.0,0.21476648057094228,0.0,0.0,0.0,0.006230085160394979,0.0,0.0,0.05409497650695114,0.0,0.48685532248024,0.47482282
1,0.0,0.205004036,0.20946986875297086,0.0,0.011299435,0.0,0.0,0.0,0.0,0.0,0.20946986875297086,0.0,0.0,0.0,0.006003810421670249,0.0,0.0,0.05228845374837015,0.0,0.3137308766105148,0.4650554
2,0.0,0.206978588,0.21155522912693878,0.0,0.012688343,0.0,0.0,0.0,0.0,0.0,0.21155522912693878,0.0,0.0,0.0,0.005899065789423987,0.0,0.0,0.026078301123871928,0.0055183337171919875,0.31293976721812455,0.465524121
3,0.0005461402228290448,1.0,0.1503314283526467,0.08021277503742032,0.53809339,0.0,0.005653312261270273,0.0947969313283151,0.0,0.0,0.15019768088172117,0.004243642123593334,0.011402641100954547,0.0,0.02357375172787312,0.0,0.0,0.04174559007329155,0.007066921677990255,0.0,0.286612086
4,0.0,0.017285054,0.0197215872732942,0.0588027336688811,0.0,0.028609727084488733,0.013025139842435923,0.05040235119832675,0.012495468569798867,0.0,0.019875663119004402,0.03910916355904009,0.026271462008601816,0.0,0.0227229591565914,0.0,0.0,0.018082077460889866,0.0,0.0,0.147693856
5,0.0,0.044512663,0.049200149229296455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04880337368218971,0.0,0.0,0.0,0.0371079710975706,0.0,0.0,0.0,0.0,0.0,0.257746043
6,0.0,0.021790541,0.02654856381371172,0.09522803095821886,0.0,0.016216223481080847,0.029531016207671127,0.10475083969154081,0.0,0.0,0.026723225499380616,0.06096023455137466,0.04467254872218945,0.0,0.01382194724336607,0.0,0.008582658217694715,0.031482296774540904,0.006217720165668932,0.0,0.189263003
7,0.0,0.001620746,0.003351690941460401,0.0,0.001620746,0.0,0.0,0.0,0.0,0.0,0.0016758459877285418,0.0,0.0,0.0,0.010549239109115772,0.0,0.0,0.0,0.0,0.0,0.132508725
8,0.0,0.071044776,0.15278458444869134,0.016828332316422282,0.0,0.0,0.0,0.033656721007845204,0.0,0.0,0.14352491253858923,0.0,0.008771513284755079,0.0,0.2314885606816438,0.0,0.0,0.014899907320774558,0.0,0.0,0.345081333
9,0.18845200265383558,1.0,0.15713233370070304,0.0,0.465462274,0.0,0.0,0.0,0.0,0.0,0.15713233370070304,0.0,0.0,0.0,0.049407020578342384,0.0,0.0,0.013604284564620352,0.0,0.0,0.331376556
10,0.0,0.174197773,0.9615424290235027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25325131597197276,0.0,0.0,0.0,0.0036535966916838238,0.0,0.0,0.0,0.005411346717671704,0.0,0.571451315
11,0.0,0.845102506,0.8173048952770693,0.0,0.134396355,0.0,0.0,0.0,0.0,0.0,0.8173048952770693,0.0,0.0,0.0,0.008472348169327662,0.0,0.0,0.0,0.0,0.0,0.961399539
12,0.0,0.119199757,0.09855452940380555,0.07290240320426485,0.307317815,0.0073055997662208084,0.0,0.0686140132804844,0.0,0.0,0.09745336119445668,0.019965120830564776,0.004470516564489504,0.0,0.013863431131433632,0.0,0.010267105157616106,0.024490286366328856,0.0031892354695708474,0.0,0.238117022
13,0.0,0.045966229,0.03879912489676021,0.07051283605208351,0.167917448,0.0,0.0,0.05288459885156231,0.0,0.0,0.037829147084540216,0.0,0.0,0.0,0.03140172997762532,0.0,0.0,0.08037807975679587,0.005916011005731435,0.0,0.213288569
14,0.0,0.111895161,0.026579551660299794,0.0284148043232184,0.28125,0.0,0.0,0.0,0.0,0.0,0.026058384244253857,0.0,0.014810786292923355,0.0,0.03374419813923404,0.0,0.0,0.12770215748158525,0.005688980684168765,0.0,0.204961398
15,0.0,0.036448598,0.025125152606148678,0.0,0.111214953,0.0,0.0,0.0,0.0,0.0,0.024641977330220378,0.0,0.0,0.0,0.034760379516782874,0.0,0.0,0.13885289390955124,0.0048970357199778075,0.0,0.201815035
16,0.0,0.078089462,0.035668573791862425,0.02137035336808777,0.222137983,0.0,0.0,0.0,0.0,0.0,0.034884649206766184,0.0,0.0,0.0,0.034542962435244934,0.0,0.0,0.08359832177209202,0.0037256257897463874,0.0,0.213809458
17,0.0,0.050991501,0.06810318130059269,0.0,0.000708215,0.0,0.0,0.0,0.0,0.0,0.0534573358818415,0.0,0.0,0.0,0.0026341088025922397,0.0,0.0,0.0,0.0,0.0,0.22267114
18,0.0,0.017821422,0.032341776320541436,0.0,0.000363702,0.0,0.0,0.010251850241614797,0.0,0.0,0.027076835820965466,0.005966111557241039,0.0,0.0,0.024349333249479112,0.0,0.012833881447020133,0.053369449378504887,0.014614889837694526,0.0,0.193071972
19,0.0,0.012021371,0.024399743961327797,0.0,0.0,0.0,0.0,0.025100179785514546,0.0,0.0,0.01887527339634867,0.0,0.0,0.0,0.011591952545258766,0.0,0.0,0.0,0.01057424908161869,0.0,0.101471103
20,0.0,0.001066667,0.005514648630488816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004963184077638939,0.0,0.0,0.0,0.0039673173166645676,0.0,0.0,0.0,0.0,0.0,0.062986141
21,0.0,0.002122016,0.00932516939598001,0.0,0.005835544,0.0,0.0,0.0,0.0,0.0,0.0021941575049364732,0.0,0.0,0.0,0.0019731356574522775,0.0,0.0,0.0,0.0,0.0,0.15615182
22,0.0,0.002932551,0.010107494388207898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098467031
23,0.0,0.019692308,0.0383374153919677,0.06938460316424987,0.000923077,0.014769215527385103,0.02689594481520388,0.07805767151290602,0.0,0.0,0.03706480432862362,0.06056805140387886,0.06781064107415578,0.0,0.0477794786062371,0.0,0.009745728723830914,0.05961048590814981,0.017154968277918046,0.0,0.220099916
24,0.0,0.009854158,0.014264834185071039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01059673405468106,0.0,0.011582416175830954,0.0,0.02418977082153789,0.0,0.0,0.05968613840850916,0.04490655602445125,0.0,0.224652493
25,0.0011574082235082314,0.012061404,0.027210438532355406,0.09272204942971332,0.0,0.07894732547368559,0.01198078776794711,0.13908304595706963,0.0,0.0,0.023242249816677815,0.2518134369610209,0.21748482152401893,0.0,0.06831062416060657,0.04746952031695469,0.026870939279698407,0.04610047221897724,0.01532953638287724,0.0,0.143644914
26,0.08444444453827162,1.0,0.003992265328437553,0.0,0.36,0.0,0.16874858911946414,0.0,0.0,0.0,0.0,0.26246153421168056,0.4538164356027052,0.1824324404138514,0.0,0.0,0.0,0.2953406804028682,0.0,0.0,0.117216878
27,0.2048517513387242,1.0,0.0024736757602156355,0.0,0.946091644,0.0,0.20911905766619765,0.134868394534128,0.0,0.3153408394399867,0.0,0.5305826249086428,0.351490596306107,0.11303825487604646,0.0,0.0,0.7779995187294457,0.19059163890531025,0.0,0.571775197600498,0.127133693
28,0.1389215317099128,1.0,0.001131287498723363,0.0,0.391304348,0.0,0.09563651390513596,0.12335887440320721,0.0,0.2884299997864638,0.0,0.23131158229299323,0.19289680411163637,0.05169584740064282,0.0,0.0,0.41208189620598384,0.11356923878945388,0.0,0.9085543566429609,0.133682882
29,0.0,0.009698649,0.01146099501205067,0.0,0.0,0.0,0.030277731218871853,0.01952717272212159,0.0,0.0,0.01146099501205067,0.022727889362752253,0.040713001228805834,0.0,0.005153254029784443,0.0,0.0,0.024402794740913274,0.02065514381061081,0.0,0.123127829
30,0.12966517503296132,1.0,0.003969277514184622,0.10820538698083627,0.182341651,0.0,0.0,0.10820538698083627,0.0,0.0,0.003969277514184622,0.06297062428805258,0.11280083748503661,0.0,0.0,0.0,0.0,0.094471158073738,0.05330850747064895,0.0,0.257620866
31,0.16409234329343597,1.0,0.003091171341231767,0.0,0.594917788,0.14349772340807285,0.19599050970456355,0.08426754695854335,0.0,0.0,0.003091171341231767,0.0980798084503231,0.13176957619216176,0.0,0.0027797905769029324,0.0,0.0,0.10510269237423778,0.08896158202046259,0.0,0.289478588
32,0.1616756657351952,1.0,0.003045645501282941,0.0,0.212076583,0.14138437947569985,0.19310404207303125,0.08302650769442653,0.0,0.0,0.003045645501282941,0.09663531858909734,0.12982892806040913,0.0,0.002738851575158219,0.0,0.0,0.12441957584099299,0.08775990138068947,0.0,0.292139357
